Age,Gender,Income,Education,Marital Status,Number of Children,Home Ownership,Credit Score
25,Female,46472,Associate's Degree,Married,0,Rented,Low
50,Female,116471,Bachelor's Degree,Married,0,Owned,High
30,Female,81209,Bachelor's Degree,Single,0,Owned,Average
50,Male,202684,Doctorate,Married,2,Rented,High
45,Female,170809,Bachelor's Degree,Married,1,Rented,High
35,Male,155437,Master's Degree,Single,0,Rented,High
45,Male,139019,Bachelor's Degree,Single,0,Rented,High
40,Female,113074,Master's Degree,Single,0,Owned,High
30,Female,56892,Associate's Degree,Married,0,Owned,Average
50,Female,44944,High School Diploma,Single,0,Rented,Low
35,Female,81104,High School Diploma,Single,0,Rented,Average
30,Female,61860,Associate's Degree,Single,0,Owned,Average
25,Male,57844,Associate's Degree,Single,0,Owned,Average
50,Male,104131,High School Diploma,Married,0,Owned,High
45,Female,235830,Doctorate,Married,0,Rented,High
45,Male,98373,Bachelor's Degree,Single,0,Owned,Average
25,Male,59881,Associate's Degree,Married,3,Rented,Average
45,Male,121703,Associate's Degree,Married,1,Rented,High
30,Female,124876,Master's Degree,Single,0,Owned,High
35,Female,149720,Master's Degree,Married,3,Owned,High
40,Female,57281,High School Diploma,Married,3,Owned,Average
30,Female,53626,Associate's Degree,Married,3,Rented,Average
40,Male,54201,Associate's Degree,Married,3,Rented,Average
25,Female,74586,Associate's Degree,Married,0,Owned,Average
50,Female,259816,Doctorate,Single,0,Rented,High
40,Female,154033,Bachelor's Degree,Married,3,Owned,High
35,Male,136731,Doctorate,Married,0,Rented,High
50,Male,211039,Master's Degree,Married,2,Owned,High
30,Male,169422,Doctorate,Married,0,Owned,High
45,Female,115263,Bachelor's Degree,Married,1,Owned,High
25,Female,79218,Bachelor's Degree,Married,1,Owned,Average
50,Female,162865,Doctorate,Single,0,Owned,High
25,Male,102627,Doctorate,Married,2,Rented,High
30,Male,176426,Doctorate,Single,0,Owned,High
30,Female,71331,Bachelor's Degree,Married,2,Rented,Average
35,Male,91893,Bachelor's Degree,Married,1,Owned,Average
50,Female,121360,Bachelor's Degree,Married,0,Owned,High
45,Male,172220,Bachelor's Degree,Married,0,Rented,High
50,Female,218056,Master's Degree,Married,3,Rented,High
45,Female,67300,Associate's Degree,Married,0,Owned,Average
50,Male,128909,Master's Degree,Married,1,Owned,High
50,Male,137592,Bachelor's Degree,Married,1,Owned,High
50,Female,224726,Master's Degree,Married,2,Owned,High
50,Male,193288,Master's Degree,Married,1,Owned,High
30,Male,128744,Master's Degree,Single,0,Owned,High
35,Female,149878,Doctorate,Married,1,Owned,High
25,Female,56082,Associate's Degree,Single,0,Owned,Average
45,Female,83648,High School Diploma,Single,0,Owned,Average
40,Male,112344,Master's Degree,Married,0,Rented,High
50,Female,208437,Master's Degree,Single,0,Owned,High
40,Male,184040,Doctorate,Married,3,Owned,High
45,Female,122837,Master's Degree,Married,0,Owned,High
40,Male,141854,Bachelor's Degree,Single,0,Owned,High
30,Male,82090,Bachelor's Degree,Single,0,Rented,Average
50,Male,144352,Master's Degree,Married,1,Owned,High
53,Female,93065,Associate's Degree,Single,0,Rented,Average
30,Male,131334,Master's Degree,Married,2,Rented,High
40,Female,80015,Associate's Degree,Married,1,Owned,Average
35,Male,181994,Doctorate,Married,1,Rented,High
30,Female,137206,Master's Degree,Married,1,Owned,High
35,Male,85620,Bachelor's Degree,Single,0,Owned,Average
40,Female,133226,Bachelor's Degree,Married,2,Owned,High
25,Female,31948,High School Diploma,Married,0,Rented,Low
35,Female,111596,Master's Degree,Single,0,Rented,High
30,Male,94145,Bachelor's Degree,Married,3,Owned,Average
35,Female,65508,Associate's Degree,Married,1,Owned,Average
45,Female,95876,Associate's Degree,Married,1,Rented,Average
25,Male,127233,Master's Degree,Single,0,Rented,High
35,Female,93131,Bachelor's Degree,Married,1,Owned,Average
30,Male,45119,High School Diploma,Single,0,Owned,Low
30,Male,39710,High School Diploma,Married,2,Owned,Low
35,Female,115202,Master's Degree,Single,0,Rented,High
40,Female,85721,High School Diploma,Married,0,Owned,Average
40,Female,140726,Doctorate,Married,3,Owned,High
35,Male,53295,Associate's Degree,Married,3,Owned,Average
35,Female,67269,Bachelor's Degree,Married,2,Rented,Average
30,Male,47089,High School Diploma,Single,0,Owned,Low
35,Male,74605,Bachelor's Degree,Married,0,Owned,Average
35,Male,123795,Bachelor's Degree,Single,0,Owned,High
45,Male,173587,Master's Degree,Married,0,Rented,High
35,Male,82419,Bachelor's Degree,Single,0,Owned,Average
30,Male,41466,High School Diploma,Married,0,Owned,Low
45,Female,166863,Bachelor's Degree,Married,2,Rented,High
45,Male,60182,High School Diploma,Married,1,Rented,Average
40,Male,123780,Doctorate,Married,2,Rented,High
35,Female,61680,Associate's Degree,Married,2,Rented,Average
35,Male,122113,Bachelor's Degree,Married,1,Owned,High
35,Female,121117,Bachelor's Degree,Married,2,Owned,High
50,Male,76968,High School Diploma,Single,0,Rented,Average
25,Female,69495,Associate's Degree,Single,0,Owned,Average
35,Female,162083,Doctorate,Married,1,Owned,High
40,Female,100414,Associate's Degree,Married,2,Rented,High
35,Female,69786,Bachelor's Degree,Married,2,Rented,Average
30,Male,85016,Bachelor's Degree,Married,0,Rented,Average
40,Male,157166,Master's Degree,Married,0,Owned,High
45,Male,166779,Master's Degree,Single,0,Rented,High
45,Male,159054,Master's Degree,Married,1,Rented,High
40,Female,108425,Associate's Degree,Single,0,Rented,High
25,Female,47826,Associate's Degree,Single,0,Owned,Low
30,Male,111790,Bachelor's Degree,Married,0,Owned,High
45,Male,64230,Associate's Degree,Married,0,Rented,Average
30,Female,170076,Doctorate,Married,2,Rented,High
35,Male,121075,Master's Degree,Single,0,Owned,High
25,Female,76634,Associate's Degree,Single,0,Owned,Average
40,Male,138134,Bachelor's Degree,Single,0,Owned,High
45,Female,95277,Bachelor's Degree,Single,0,Owned,Average
25,Female,29524,High School Diploma,Married,1,Owned,Low
25,Male,69106,High School Diploma,Married,3,Owned,Average
40,Female,190330,Master's Degree,Married,2,Rented,High
30,Male,143616,Doctorate,Married,0,Owned,High
25,Male,135456,Master's Degree,Single,0,Owned,High
40,Female,74280,Bachelor's Degree,Single,0,Rented,Average
40,Female,134073,Doctorate,Married,1,Owned,High
25,Female,108313,Master's Degree,Married,3,Rented,High
45,Male,146900,Bachelor's Degree,Single,0,Owned,High
30,Female,48623,Associate's Degree,Married,1,Owned,Low
45,Female,80615,Bachelor's Degree,Married,3,Owned,Average
35,Male,60480,Associate's Degree,Married,2,Owned,Average
53,Male,98880,Associate's Degree,Single,0,Owned,Average
35,Male,74359,Bachelor's Degree,Single,0,Owned,Average
45,Female,95617,Bachelor's Degree,Married,0,Owned,Average
45,Female,130925,Doctorate,Married,2,Rented,High
30,Male,152692,Doctorate,Married,1,Owned,High
53,Male,100590,High School Diploma,Single,0,Rented,High
40,Female,92052,Bachelor's Degree,Married,0,Rented,Average
30,Female,59840,High School Diploma,Married,2,Rented,Average
50,Female,221812,Master's Degree,Single,0,Rented,High
25,Male,131570,Master's Degree,Married,0,Owned,High
50,Female,87494,Bachelor's Degree,Married,2,Rented,Average
30,Female,28972,High School Diploma,Single,0,Owned,Low
50,Female,199572,Doctorate,Single,0,Rented,High
35,Male,129375,Bachelor's Degree,Married,3,Owned,High
30,Male,123675,Master's Degree,Married,3,Rented,High
45,Female,61541,Associate's Degree,Single,0,Rented,Average
25,Male,146389,Doctorate,Married,3,Owned,High
35,Female,164070,Master's Degree,Married,1,Owned,High
35,Male,101027,Associate's Degree,Married,1,Rented,High
30,Female,97659,Master's Degree,Married,2,Rented,Average
45,Male,118299,Associate's Degree,Married,0,Owned,High
35,Male,111197,Doctorate,Married,0,Rented,High
40,Female,134565,Bachelor's Degree,Single,0,Owned,High
50,Male,88878,High School Diploma,Single,0,Owned,Average
25,Male,86388,Bachelor's Degree,Single,0,Owned,Average
53,Male,99494,Associate's Degree,Married,0,Rented,Average
45,Male,197809,Doctorate,Married,0,Owned,High
30,Female,101973,Bachelor's Degree,Married,3,Owned,High
30,Female,106190,Master's Degree,Single,0,Owned,High
35,Female,146110,Master's Degree,Married,3,Rented,High
30,Female,57347,High School Diploma,Married,0,Rented,Average
45,Male,165474,Doctorate,Single,0,Owned,High
40,Female,86341,High School Diploma,Married,0,Owned,Average
50,Female,124008,Master's Degree,Married,0,Owned,High
30,Male,72739,High School Diploma,Married,3,Owned,Average
45,Male,132131,Bachelor's Degree,Single,0,Owned,High
35,Female,116128,Bachelor's Degree,Married,0,Rented,High
45,Male,196999,Master's Degree,Married,1,Rented,High
30,Female,63257,High School Diploma,Married,0,Owned,Average
35,Male,86765,High School Diploma,Married,1,Owned,Average
30,Male,98987,Associate's Degree,Single,0,Owned,Average
35,Male,139004,Doctorate,Married,1,Owned,High
30,Female,81584,Bachelor's Degree,Married,1,Rented,Average
40,Female,136395,Bachelor's Degree,Married,2,Owned,High
30,Female,68604,High School Diploma,Single,0,Owned,Average
40,Female,81209,High School Diploma,Single,0,Owned,Average
25,Male,49555,High School Diploma,Married,3,Rented,Low
45,Female,56814,High School Diploma,Married,2,Owned,Average
40,Female,125700,Master's Degree,Single,0,Rented,High
45,Male,59091,High School Diploma,Single,0,Rented,Average
25,Male,107893,Master's Degree,Single,0,Rented,High
30,Male,59130,Associate's Degree,Married,1,Owned,Average
30,Male,165128,Doctorate,Married,1,Rented,High
35,Male,91941,Associate's Degree,Single,0,Owned,Average
45,Male,51979,High School Diploma,Married,2,Owned,Average
25,Female,82814,Bachelor's Degree,Single,0,Rented,Average
35,Male,121648,Bachelor's Degree,Single,0,Owned,High
50,Female,223667,Master's Degree,Married,3,Owned,High
45,Male,170122,Bachelor's Degree,Married,2,Rented,High
50,Female,94244,Bachelor's Degree,Married,3,Owned,Average
30,Male,103002,Bachelor's Degree,Married,2,Owned,High
50,Male,71270,High School Diploma,Married,1,Owned,Average
45,Male,137907,Doctorate,Married,1,Rented,High
35,Male,186607,Doctorate,Married,1,Owned,High
45,Female,159416,Bachelor's Degree,Married,3,Rented,High
30,Female,176772,Doctorate,Married,3,Rented,High
30,Male,62079,Bachelor's Degree,Married,0,Rented,Average
35,Female,65966,Associate's Degree,Married,3,Owned,Average
30,Female,89384,Associate's Degree,Single,0,Rented,Average
30,Male,54136,Associate's Degree,Single,0,Rented,Average
40,Male,115065,Master's Degree,Single,0,Owned,High
45,Male,62022,Associate's Degree,Single,0,Owned,Average
30,Male,143145,Master's Degree,Single,0,Rented,High
45,Male,96414,High School Diploma,Single,0,Rented,Average
45,Female,174401,Doctorate,Single,0,Rented,High
45,Female,78156,High School Diploma,Married,1,Owned,Average
40,Female,96823,High School Diploma,Married,0,Rented,Average
35,Female,75795,Associate's Degree,Single,0,Owned,Average
30,Female,116913,Bachelor's Degree,Married,2,Owned,High
30,Female,48968,High School Diploma,Single,0,Owned,Low
53,Male,150342,Master's Degree,Married,1,Owned,High
45,Male,112620,Associate's Degree,Married,0,Rented,High
30,Female,51289,High School Diploma,Married,3,Owned,Average
45,Male,172220,Master's Degree,Married,3,Owned,High
35,Female,126644,Doctorate,Single,0,Owned,High
30,Female,88885,Master's Degree,Single,0,Owned,Average
50,Female,211827,Doctorate,Single,0,Owned,High
35,Female,54309,Associate's Degree,Married,2,Owned,Average
30,Male,104790,Bachelor's Degree,Married,0,Rented,High
30,Male,134673,Bachelor's Degree,Single,0,Owned,High
45,Male,208221,Doctorate,Married,0,Owned,High
30,Male,35592,High School Diploma,Single,0,Owned,Low
35,Male,143457,Master's Degree,Married,0,Rented,High
45,Female,100709,Associate's Degree,Single,0,Owned,High
35,Female,64131,Associate's Degree,Married,2,Rented,Average
30,Female,79049,Associate's Degree,Single,0,Rented,Average
40,Female,80361,Associate's Degree,Single,0,Owned,Average
30,Female,59627,High School Diploma,Married,2,Owned,Average
40,Female,212925,Doctorate,Married,1,Rented,High
35,Male,201616,Doctorate,Married,0,Owned,High
35,Male,161316,Master's Degree,Single,0,Owned,High
40,Male,99657,Associate's Degree,Single,0,Owned,Average
50,Female,225231,Doctorate,Married,1,Owned,High
30,Female,147060,Master's Degree,Married,3,Rented,High
45,Female,60450,High School Diploma,Married,3,Owned,Average
35,Male,77202,Bachelor's Degree,Married,2,Owned,Average
25,Female,82687,Associate's Degree,Married,3,Owned,Average
30,Female,128894,Bachelor's Degree,Married,0,Rented,High
35,Male,89216,Associate's Degree,Single,0,Rented,Average
45,Female,170719,Bachelor's Degree,Married,0,Owned,High
30,Male,177218,Doctorate,Single,0,Owned,High
25,Female,90557,Master's Degree,Married,2,Rented,Average
30,Male,125485,Master's Degree,Married,2,Owned,High
45,Male,109306,Associate's Degree,Married,1,Rented,High
25,Female,100706,Bachelor's Degree,Married,2,Rented,High
35,Female,132018,Master's Degree,Single,0,Rented,High
40,Female,95965,High School Diploma,Single,0,Owned,Average
50,Female,204059,Master's Degree,Single,0,Owned,High
40,Female,93662,High School Diploma,Single,0,Rented,Average
30,Male,92898,Bachelor's Degree,Single,0,Owned,Average
53,Female,150801,Master's Degree,Single,0,Owned,High
45,Female,83224,High School Diploma,Married,2,Rented,Average
25,Female,100308,Doctorate,Married,1,Rented,High
45,Male,137013,Bachelor's Degree,Single,0,Owned,High
45,Female,138204,Bachelor's Degree,Married,2,Owned,High
45,Male,122879,Bachelor's Degree,Married,2,Owned,High
25,Female,117508,Bachelor's Degree,Married,0,Rented,High
50,Male,105188,Associate's Degree,Married,1,Rented,High
45,Male,68997,Associate's Degree,Single,0,Rented,Average
50,Female,90945,Associate's Degree,Married,3,Rented,Average
25,Male,84980,Bachelor's Degree,Single,0,Rented,Average
25,Female,38304,High School Diploma,Single,0,Owned,Low
25,Male,111281,Master's Degree,Married,0,Owned,High
45,Female,57961,Associate's Degree,Married,2,Owned,Average
25,Male,106681,Bachelor's Degree,Married,0,Owned,High
45,Male,145315,Bachelor's Degree,Single,0,Rented,High
50,Female,38050,High School Diploma,Married,3,Owned,Low
25,Male,46168,Associate's Degree,Married,0,Owned,Low
40,Male,102475,Associate's Degree,Single,0,Rented,High
25,Male,99516,Doctorate,Single,0,Rented,Average
35,Female,138269,Bachelor's Degree,Married,0,Owned,High
50,Male,175314,Bachelor's Degree,Single,0,Rented,High
25,Female,86915,Bachelor's Degree,Married,2,Owned,Average
45,Female,202108,Doctorate,Single,0,Owned,High
40,Female,120323,Doctorate,Married,2,Owned,High
40,Male,53820,Associate's Degree,Married,0,Owned,Average
35,Male,91134,Associate's Degree,Married,1,Owned,Average
40,Female,187052,Master's Degree,Married,1,Owned,High
25,Female,99659,Bachelor's Degree,Married,2,Rented,Average
45,Male,158575,Doctorate,Married,3,Rented,High
45,Male,93294,Bachelor's Degree,Married,2,Owned,Average
35,Male,75872,Bachelor's Degree,Married,0,Rented,Average
40,Female,150704,Master's Degree,Married,0,Rented,High
50,Female,184902,Master's Degree,Married,1,Rented,High
40,Female,81390,Associate's Degree,Married,1,Owned,Average
40,Female,71358,Associate's Degree,Single,0,Rented,Average
50,Female,208846,Master's Degree,Married,0,Owned,High
25,Female,31451,High School Diploma,Single,0,Owned,Low
25,Male,92541,Master's Degree,Married,3,Rented,Average
35,Female,77420,Bachelor's Degree,Married,3,Rented,Average
30,Female,63985,Associate's Degree,Married,1,Owned,Average
45,Female,100629,Bachelor's Degree,Single,0,Rented,High
30,Male,69559,Associate's Degree,Married,0,Rented,Average
40,Male,166681,Master's Degree,Married,0,Owned,High
45,Female,99224,High School Diploma,Single,0,Rented,Average
35,Male,31723,High School Diploma,Married,2,Owned,Low
45,Female,118237,Bachelor's Degree,Married,2,Owned,High
40,Male,174495,Doctorate,Married,0,Owned,High
50,Female,214883,Doctorate,Married,0,Rented,High
40,Male,149985,Master's Degree,Married,2,Rented,High
30,Male,164915,Doctorate,Married,1,Owned,High
30,Male,133511,Master's Degree,Married,2,Owned,High
45,Female,71024,Associate's Degree,Married,1,Rented,Average
30,Female,73961,Bachelor's Degree,Married,0,Owned,Average
53,Female,55771,High School Diploma,Married,1,Rented,Average
45,Female,141926,Bachelor's Degree,Married,2,Rented,High
25,Male,81038,Master's Degree,Married,3,Owned,Average
35,Female,173769,Master's Degree,Married,1,Owned,High
40,Male,72422,Bachelor's Degree,Single,0,Owned,Average
45,Female,97330,Bachelor's Degree,Married,2,Owned,Average
